PooledFundId,PooledFundName,ChfId,ChfProjectCode,ExternalProjectCode,AllocationType,AllocationYear,AllocationSourceID,AllocationSourceName,OrganizationName,OrganizationType,ProjectTitle,ProjectDuration,Budget,EnvironmentMarker,GenderMarker,ActualStartDate,ActualEndDate,ProjectStatus,ProjectStatusId,ProjectStatusCode,ProcessStatus,ProcessStatusId,PartnerCode,AdminLocation1TypeName,AdminLocation1,AdminLocation1Latitude,AdminLocation1Longitude,AdminLevel1PCode,AdminLevel1Percentage
81,Ukraine,16136,UKR-20/UKR_CBPF/SA1/CSS/INGO/16136,,UHF COVID-19 Allocation for Non-Government Controlled Areas of Eastern Ukraine,2020,2,Standard,Agency for Technical Cooperation and Development,International NGO,Humanitarian Situation Monitoring in Non-Government Controlled Areas (NGCA) of Donetsk and Luhansk,15 Months,150000,,"4- Likely to contribute to gender equality, including across age groups",6/22/2020 12:00:00 AM,9/21/2021 12:00:00 AM,Under Audit,4220,PRJ_UND_AUD,Project Closure,16,1188569.1330,Oblast,Luhanska,48.98548500,39.01766300,UKR44,5.81000
81,Ukraine,16141,UKR-20/UKR_CBPF/SA1/WASH/INGO/16141,,UHF COVID-19 Allocation for Non-Government Controlled Areas of Eastern Ukraine,2020,2,Standard,Première Urgence Internationale,International NGO,Support for vulnerable groups and health facilities in non-government controlled area of Donetsk Oblast in the COVID-19 response,5 Months,182929.29,,"4- Likely to contribute to gender equality, including across age groups",8/1/2020 12:00:00 AM,12/31/2020 12:00:00 AM,Under Audit,4220,PRJ_UND_AUD,Project Closure,16,1373102.4825,Oblast,Donetska,48.04760900,37.67396200,UKR14,100.00000
81,Ukraine,16150,UKR-20/UKR_CBPF/SA1/FSL/NGO/16150,,UHF COVID-19 Allocation for Non-Government Controlled Areas of Eastern Ukraine,2020,2,Standard,International Children’s Fund ‘Mira’,National NGO,"Targeted support with food kits and non-monetary grants for agricultural activities in NGCA territory, to vulnerable populations at risk of COVID-19.",24 Months,225403.87,,"4- Likely to contribute to gender equality, including across age groups",10/1/2021 12:00:00 AM,9/30/2023 12:00:00 AM,Under Audit,4220,PRJ_UND_AUD,Project Closure,16,923151.0870,Oblast,Donetska,48.04760900,37.67396200,UKR14,100.00000
81,Ukraine,16156,UKR-20/UKR_CBPF/SA1/H-N/INGO/16156,,UHF COVID-19 Allocation for Non-Government Controlled Areas of Eastern Ukraine,2020,2,Standard,Medicos del Mundo,International NGO,Increasing capacity of the healthcare system to respond to the COVID-19 pandemic emergency in Eastern Ukraine (Luhansk NGCA),"18 Months, 18 Days",600000,,1- Unlikely to contribute to gender equality (no gender equality measure and no age consideration),6/14/2020 12:00:00 AM,12/31/2021 12:00:00 AM,Under Closure,4170,PRJ_UND_CLSR,Project Closure,16,918792.0315,Oblast,Luhanska,48.98548500,39.01766300,UKR44,30.50000
81,Ukraine,16186,UKR-20/UKR_CBPF/SA1/H-N/UN/16186,UNICEF,UHF COVID-19 Allocation for Non-Government Controlled Areas of Eastern Ukraine,2020,2,Standard,United Nations Children's Fund,UN Agency,Support for health facilities to mitigate the impact of COVID-19 in Donetsk NGCA,6 Months,139996.66,,1- Unlikely to contribute to gender equality (no gender equality measure and no age consideration),7/1/2020 12:00:00 AM,12/31/2020 12:00:00 AM,Under Closure,4170,PRJ_UND_CLSR,Project Closure,16,1282530.9960,Oblast,Donetska,48.04760900,37.67396200,UKR14,76.00000
81,Ukraine,16963,UKR-20/UKR_CBPF/SA1/WASH/INGO/16963,,2020 Supporting Access in NGCA,2020,1,Reserve,Danish Refugee Council,International NGO,Providing Non-food Assistance and Support in the field of Sanitation and Hygiene to the Most Vulnerable Households,8 Months,342094.11,,"4- Likely to contribute to gender equality, including across age groups",12/1/2021 12:00:00 AM,7/31/2022 12:00:00 AM,Under Audit,4222,PRJ_UND_AUD,Project Closure,8,1303357.5945,Oblast,Chernivetska,48.26821000,25.97747200,UKR73,8.76000
81,Ukraine,16963,UKR-20/UKR_CBPF/SA1/WASH/INGO/16963,,2020 Supporting Access in NGCA,2020,1,Reserve,Danish Refugee Council,International NGO,Providing Non-food Assistance and Support in the field of Sanitation and Hygiene to the Most Vulnerable Households,8 Months,342094.11,,"4- Likely to contribute to gender equality, including across age groups",12/1/2021 12:00:00 AM,7/31/2022 12:00:00 AM,Under Audit,4222,PRJ_UND_AUD,Project Closure,8,1303357.5945,Oblast,Dnipropetrovska,48.30103200,34.84418600,UKR12,8.75000
81,Ukraine,16963,UKR-20/UKR_CBPF/SA1/WASH/INGO/16963,,2020 Supporting Access in NGCA,2020,1,Reserve,Danish Refugee Council,International NGO,Providing Non-food Assistance and Support in the field of Sanitation and Hygiene to the Most Vulnerable Households,8 Months,342094.11,,"4- Likely to contribute to gender equality, including across age groups",12/1/2021 12:00:00 AM,7/31/2022 12:00:00 AM,Under Audit,4222,PRJ_UND_AUD,Project Closure,8,1303357.5945,Oblast,Donetska,48.04760900,37.67396200,UKR14,18.74000
81,Ukraine,16963,UKR-20/UKR_CBPF/SA1/WASH/INGO/16963,,2020 Supporting Access in NGCA,2020,1,Reserve,Danish Refugee Council,International NGO,Providing Non-food Assistance and Support in the field of Sanitation and Hygiene to the Most Vulnerable Households,8 Months,342094.11,,"4- Likely to contribute to gender equality, including across age groups",12/1/2021 12:00:00 AM,7/31/2022 12:00:00 AM,Under Audit,4222,PRJ_UND_AUD,Project Closure,8,1303357.5945,Oblast,Ivano-Frankivska,48.70208200,24.61999400,UKR26,8.76000
81,Ukraine,16963,UKR-20/UKR_CBPF/SA1/WASH/INGO/16963,,2020 Supporting Access in NGCA,2020,1,Reserve,Danish Refugee Council,International NGO,Providing Non-food Assistance and Support in the field of Sanitation and Hygiene to the Most Vulnerable Households,8 Months,342094.11,,"4- Likely to contribute to gender equality, including across age groups",12/1/2021 12:00:00 AM,7/31/2022 12:00:00 AM,Under Audit,4222,PRJ_UND_AUD,Project Closure,8,1303357.5945,Oblast,Lvivska,49.71745600,23.91657900,UKR46,8.75000
