PooledFundName,PooledFundId,ChfProjectCode,ExternalProjectCode,AllocationType,AllocationYear,AllocationSourceID,AllocationSourceName,OrganizationName,OrganizationType,ProjectDuration,Budget,TotalDirectCost,TotalSupportCost,DateSubmitted,GenderMarker,ActualStartDate,ActualEndDate,ProjectStatus,ProjectStatusId,ProjectStatusCode,ProcessStatus,ProcessStatusId,PartnerCode
Syria,62,CBPF-SYR-25-S-NGO-36400,,First Standard Allocation 2025,2025,2,Standard,Syrian Society for Social Development,National NGO,12 Months,999442,934057.94,0,6/29/2025 5:29:11 PM,"4- Likely to contribute to gender equality, including across age groups",9/1/2025 12:00:00 AM,8/31/2026 12:00:00 AM,IP submission of GA to HFU,337,PRJ_IP_SUB_GA_TO_HFU,HC Final Approval,12,137627.3830
Syria,62,CBPF-SYR-25-S-NGO-36672,,First Standard Allocation 2025,2025,2,Standard,Syrian Society for Social Development,National NGO,12 Months,1471091.64,1374852,0,6/29/2025 12:56:57 PM,"4- Likely to contribute to gender equality, including across age groups",10/1/2025 12:00:00 AM,9/30/2026 12:00:00 AM,Budget Cleared,332,PRJ_BUDGET_CLR,Technical Review,11,137627.3830
